,Mouse ID,Date,Weight,Baited Arms Retrieved,Reference Memory Errors,Working Memory Errors,Other Notes,Start Time,End Time,Video Length,File,FPS,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance,Center,ArmA,ArmB,ArmC,ArmD,ArmE,ArmF,ArmG,ArmH
270,203,2020-02-01,27,4,5,3,BGAF,2020-02-01 11:54:12,2020-02-01 11:56:51,0:02:39,2020_02_01_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 4780)",4959.107589722738,0.03890399498012968,0.16251830161054173,0.20330474796067768,0.04015896256013386,0.0,0.11629366241372098,0.11671198494038905,0.22024681029073406,0.10290734156034302
271,203,2020-02-07,25,4,6,4,GBFA,2020-02-07 15:59:44,2020-02-07 16:00:53,0:01:09,2020_02_07_N203_ABFG_EB2_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 2057)",5493.219319321226,0.09280855199222546,0.05685131195335276,0.17541302235179787,0.15937803692905733,0.12439261418853255,0.06802721088435375,0.12682215743440234,0.05442176870748298,0.1423712342079689
272,203,2020-02-08,24,4,11,11,FAGB,2020-02-08 10:53:20,2020-02-08 10:55:15,0:01:55,2020_02_08_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 3458)",8861.923013720152,0.11101474414570683,0.1503324660306447,0.02457357617808616,0.1182422665510263,0.09366869037294016,0.06880601329864122,0.15322347499277247,0.19369760046256146,0.08759757155247183
273,203,2020-02-15,24,4,4,3,BGAF,2020-02-15 17:50:40,2020-02-15 17:51:25,0:00:45,2020_02_15_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 1351)",4097.286582536576,0.11020710059171596,0.1272189349112426,0.3010355029585799,0.0,0.0621301775147929,0.14866863905325445,0.09541420118343197,0.1257396449704142,0.033284023668639064
274,203,2020-02-22,23,4,3,5,AFBG,2020-02-22 15:22:05,2020-02-22 15:22:45,0:00:40,2020_02_22_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 1207)",3991.372368434976,0.14155629139072848,0.25,0.16225165562913907,0.0,0.004966887417218543,0.06539735099337747,0.2408940397350993,0.13493377483443708,0.0
275,203,2020-02-29,25,4,6,8,,2020-02-29 15:10:13,2020-02-29 15:17:03,0:06:50,2020_02_29_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 12300)",9958.4810332552,0.038126981546215764,0.2374603690756849,0.012031542151044631,0.016014958133485083,0.038208275749939034,0.05032111210470693,0.34403707015689783,0.2429070807251443,0.021299081375497925
276,203,2020-03-07,27,4,6,6,,2020-03-07 15:00:18,2020-03-07 15:03:39,0:03:21,2020_03_07_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 6024)",7646.017270433097,0.05327800829875519,0.0,0.1575103734439834,0.0383402489626556,0.0579253112033195,0.15352697095435686,0.04431535269709543,0.1067219917012448,0.3888796680497925
277,203,2020-03-14,29,4,8,10,,2020-03-14 16:49:45,2020-03-14 16:52:48,0:03:03,2020_03_14_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 5483)",9052.98834090026,0.08770970094821298,0.15663749088256748,0.0898978847556528,0.039934354485776806,0.18453683442742524,0.11396790663749087,0.15153172866520787,0.10193289569657184,0.07530999270605397
278,71,2020-01-24,27,4,6,2,,2020-01-24 14:18:12,2020-01-24 14:20:33,0:02:21,2020_01_24_N71_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 4216)",5107.773843716906,0.04932416409769979,0.12947593075646194,0.10694806734645483,0.05145838273654257,0.04315864358548732,0.06971780886886413,0.014228124258951862,0.12425895186151292,0.41214133270097225
279,71,2020-01-25,24,4,5,4,,2020-01-25 14:08:50,2020-01-25 14:12:37,0:03:47,2020_01_25_N71_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 6804)",7152.262903592025,0.04393828067597355,0.19750183688464365,0.02571638501102131,0.05290227773695812,0.06642174871418073,0.12623071271124173,0.18001469507714915,0.21851579720793526,0.08978692138133725
280,71,2020-01-31,24,4,8,15,,2020-01-31 14:38:25,2020-01-31 14:41:27,0:03:02,2020_01_31_N71_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 5466)",10278.275910821916,0.1196268520212182,0.016828242180354856,0.09712822388878728,0.08414121090177429,0.03713188220230474,0.06017925736235595,0.25681360892628496,0.2551673678434242,0.07554417413572344
281,71,2020-02-01,22,4,6,5,FABG,2020-02-01 11:08:28,2020-02-01 11:12:15,0:03:47,2020_02_01_N71_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 6816)",6230.5467228294665,0.07334604664808568,0.16297491565204636,0.1285022737274461,0.10385800205368932,0.08669502713803726,0.04738154613466334,0.3668769253337245,0.032125568431861526,0.0
