Mouse ID,Date,Weight,Baited Arms Retrieved,Reference Memory Errors,Working Memory Errors,Other Notes,Start Time,End Time,Video Length,File,FPS,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance,Center,ArmA,ArmB,ArmC,ArmD,ArmE,ArmF,ArmG,ArmH
282,1/9/2020,20,4,7,6,,,,,,,,,,,,,,,,,,,,,,,
210,1/9/2020,26,4,5,10,,,,,,,,,,,,,,,,,,,,,,,
203,1/9/2020,29,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
211,1/9/2020,26,4,9,9,,,,,,,,,,,,,,,,,,,,,,,
71,1/9/2020,26,4,12,12,,,,,,,,,,,,,,,,,,,,,,,
284,1/9/2020,21,4,12,16,,,,,,,,,,,,,,,,,,,,,,,
194,1/10/2020,29,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
196,1/10/2020,26,4,1,5,,,,,,,,,,,,,,,,,,,,,,,
207,1/10/2020,29,4,5,7,,,,,,,,,,,,,,,,,,,,,,,
193,1/10/2020,28,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
261,1/11/2020,24,4,6,7,,,,,,,,,,,,,,,,,,,,,,,
170,1/11/2020,25,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
254,1/11/2020,25,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
224,1/11/2020,24,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
231,1/11/2020,21,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
233,1/11/2020,26,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
174,1/11/2020,23,4,3,3,,,,,,,,,,,,,,,,,,,,,,,
175,1/11/2020,24,4,7,4,,,,,,,,,,,,,,,,,,,,,,,
260,1/11/2020,25,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
262,1/11/2020,24,4,2,5,,,,,,,,,,,,,,,,,,,,,,,
255,1/11/2020,25,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
172,1/11/2020,22,4,6,6,,,,,,,,,,,,,,,,,,,,,,,
173,1/11/2020,21,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
171,1/11/2020,27,4,9,7,,,,,,,,,,,,,,,,,,,,,,,
225,1/11/2020,23,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
203,1/12/2020,29,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
71,1/12/2020,24,4,6,2,,,,,,,,,,,,,,,,,,,,,,,
194,1/12/2020,27,4,2,2,,,,,,,,,,,,,,,,,,,,,,,
99,1/12/2020,24,4,8,5,,,,,,,,,,,,,,,,,,,,,,,
202,1/12/2020,29,2,22,34,NOT HUNGRY,,,,,,,,,,,,,,,,,,,,,,
196,1/12/2020,27,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
210,1/12/2020,24,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
193,1/12/2020,28,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
285,1/12/2020,22,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
131,1/12/2020,20,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
211,1/12/2020,25,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
286,1/12/2020,21,0,23,30,NOT HUNGRY,,,,,,,,,,,,,,,,,,,,,,
207,1/12/2020,29,4,7,4,,,,,,,,,,,,,,,,,,,,,,,
190,1/12/2020,27,4,6,3,,,,,,,,,,,,,,,,,,,,,,,
284,1/12/2020,20,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
282,1/12/2020,20,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
211,1/14/2020,22,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
131,1/14/2020,19,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
282,1/14/2020,18,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
207,1/14/2020,27,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
71,1/14/2020,22,4,5,3,,,,,,,,,,,,,,,,,,,,,,,
190,1/14/2020,24,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
286,1/14/2020,19,4,9,13,,,,,,,,,,,,,,,,,,,,,,,
202,1/14/2020,27,4,3,3,,,,,,,,,,,,,,,,,,,,,,,
284,1/14/2020,18,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
203,1/14/2020,27,4,7,3,,,,,,,,,,,,,,,,,,,,,,,
285,1/14/2020,20,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
99,1/14/2020,22,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
210,1/14/2020,23,4,5,5,,,,,,,,,,,,,,,,,,,,,,,
283,1/14/2020,17,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
193,1/14/2020,26,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
194,1/14/2020,24,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
261,1/16/2020,24,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
233,1/16/2020,25,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
175,1/16/2020,23,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
262,1/16/2020,24,4,4,5,,,,,,,,,,,,,,,,,,,,,,,
171,1/16/2020,26,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
254,1/16/2020,24,3,5,3,,,,,,,,,,,,,,,,,,,,,,,
173,1/16/2020,21,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
224,1/16/2020,22,3,10,21,,,,,,,,,,,,,,,,,,,,,,,
170,1/16/2020,25,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
255,1/16/2020,24,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
225,1/16/2020,22,4,18,25,,,,,,,,,,,,,,,,,,,,,,,
174,1/16/2020,23,4,3,3,,,,,,,,,,,,,,,,,,,,,,,
260,1/16/2020,24,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
231,1/16/2020,20,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
172,1/16/2020,22,4,5,5,,,,,,,,,,,,,,,,,,,,,,,
193,1/18/2020,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
286,1/18/2020,21,4,11,11,,,,,,,,,,,,,,,,,,,,,,,
202,1/18/2020,27,0,6,4,,,,,,,,,,,,,,,,,,,,,,,
190,1/18/2020,24,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
99,1/18/2020,24,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
71,1/18/2020,21,4,2,3,,,,,,,,,,,,,,,,,,,,,,,
203,1/18/2020,27,0,5,3,,,,,,,,,,,,,,,,,,,,,,,
211,1/18/2020,24,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
284,1/18/2020,21,4,6,4,,,,,,,,,,,,,,,,,,,,,,,
196,1/18/2020,25,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
194,1/18/2020,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
282,1/18/2020,20,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
207,1/18/2020,27,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
210,1/18/2020,24,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
285,1/18/2020,22,4,8,7,,,,,,,,,,,,,,,,,,,,,,,
131,1/18/2020,20,4,5,1,,,,,,,,,,,,,,,,,,,,,,,
171,1/19/2020,27,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
170,1/19/2020,24,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
262,1/19/2020,26,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
254,1/19/2020,27,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
231,1/19/2020,21,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
260,1/19/2020,27,4,14,20,,,,,,,,,,,,,,,,,,,,,,,
175,1/19/2020,25,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
225,1/19/2020,24,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
174,1/19/2020,24,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
261,1/19/2020,26,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
173,1/19/2020,22,2,7,11,not hungry,,,,,,,,,,,,,,,,,,,,,,
224,1/19/2020,24,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
233,1/19/2020,26,4,7,7,,,,,,,,,,,,,,,,,,,,,,,
172,1/19/2020,22,4,15,19,not hungry,,,,,,,,,,,,,,,,,,,,,,
193,1/24/2020,29,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
194,1/24/2020,27,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
211,1/24/2020,27,4,24,48,not hungry,,,,,,,,,,,,,,,,,,,,,,
210,1/24/2020,27,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
282,1/24/2020,23,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
196,1/24/2020,28,4,27,47,,,,,,,,,,,,,,,,,,,,,,,
225,1/24/2020,24,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
233,1/24/2020,26,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
254,1/24/2020,27,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
261,1/24/2020,27,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
260,1/24/2020,27,4,8,7,,,,,,,,,,,,,,,,,,,,,,,
284,1/24/2020,24,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
207,1/24/2020,29,4,11,13,,,,,,,,,,,,,,,,,,,,,,,
99,1/24/2020,28,4,19,34,not hungry,,,,,,,,,,,,,,,,,,,,,,
172,1/24/2020,24,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
203,1/24/2020,30,3,18,27,not hungry,,,,,,,,,,,,,,,,,,,,,,
173,1/24/2020,22,1,4,1,not hungry,,,,,,,,,,,,,,,,,,,,,,
202,1/24/2020,30,4,9,12,,,,,,,,,,,,,,,,,,,,,,,
174,1/24/2020,25,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
175,1/24/2020,25,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
231,1/24/2020,22,4,12,16,,,,,,,,,,,,,,,,,,,,,,,
131,1/24/2020,23,4,19,35,not hungry,,,,,,,,,,,,,,,,,,,,,,
285,1/24/2020,25,4,10,15,,,,,,,,,,,,,,,,,,,,,,,
255,1/24/2020,26,4,5,1,,,,,,,,,,,,,,,,,,,,,,,
190,1/24/2020,28,4,11,12,,,,,,,,,,,,,,,,,,,,,,,
171,1/24/2020,28,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
224,1/24/2020,25,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
71,1/24/2020,27,4,6,2,,,,,,,,,,,,,,,,,,,,,,,
286,1/24/2020,24,4,9,7,,,,,,,,,,,,,,,,,,,,,,,
170,1/24/2020,29,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
193,1/25/2020,27,4,3,0,Quickly finishes G before hit record,,,,,,,,,,,,,,,,,,,,,,
282,1/25/2020,21,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
203,1/25/2020,28,4,12,13,,,,,,,,,,,,,,,,,,,,,,,
207,1/25/2020,28,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
194,1/25/2020,26,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
284,1/25/2020,22,4,8,5,,,,,,,,,,,,,,,,,,,,,,,
202,1/25/2020,29,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
196,1/25/2020,26,4,5,1,,,,,,,,,,,,,,,,,,,,,,,
211,1/25/2020,25,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
131,1/25/2020,21,4,12,17,,,,,,,,,,,,,,,,,,,,,,,
286,1/25/2020,23,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
210,1/25/2020,24,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
285,1/25/2020,23,4,5,5,,,,,,,,,,,,,,,,,,,,,,,
190,1/25/2020,26,4,9,9,,,,,,,,,,,,,,,,,,,,,,,
99,1/25/2020,24,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
71,1/25/2020,24,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
233,1/26/2020,28,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
260,1/26/2020,28,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
261,1/26/2020,28,4,8,9,,,,,,,,,,,,,,,,,,,,,,,
255,1/26/2020,27,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
254,1/26/2020,28,4,12,13,,,,,,,,,,,,,,,,,,,,,,,
170,1/26/2020,28,4,6,5,,,,,,,,,,,,,,,,,,,,,,,
225,1/26/2020,26,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
231,1/26/2020,22,3,28,44,not hungry,,,,,,,,,,,,,,,,,,,,,,
175,1/26/2020,25,4,14,24,,,,,,,,,,,,,,,,,,,,,,,
174,1/26/2020,24,4,11,12,,,,,,,,,,,,,,,,,,,,,,,
224,1/26/2020,27,4,8,7,,,,,,,,,,,,,,,,,,,,,,,
172,1/26/2020,25,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
171,1/26/2020,29,4,7,3,,,,,,,,,,,,,,,,,,,,,,,
173,1/26/2020,23,0,28,50,,,,,,,,,,,,,,,,,,,,,,,
261,1/31/2020,28,4,8,12,,,,,,,,,,,,,,,,,,,,,,,
193,1/31/2020,27,4,9,11,,,,,,,,,,,,,,,,,,,,,,,
231,1/31/2020,21,4,5,1,,,,,,,,,,,,,,,,,,,,,,,
286,1/31/2020,24,4,3,0,,,,,,,,,,,,,,,,,,,,,,,
190,1/31/2020,26,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
210,1/31/2020,25,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
255,1/31/2020,27,4,2,3,,,,,,,,,,,,,,,,,,,,,,,
171,1/31/2020,28,4,6,8,,,,,,,,,,,,,,,,,,,,,,,
207,1/31/2020,28,4,5,2,,,,,,,,,,,,,,,,,,,,,,,
203,1/31/2020,29,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
172,1/31/2020,21,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
174,1/31/2020,24,4,8,6,,,,,,,,,,,,,,,,,,,,,,,
202,1/31/2020,30,4,5,7,,,,,,,,,,,,,,,,,,,,,,,
224,1/31/2020,25,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
173,1/31/2020,21,2,10,14,,,,,,,,,,,,,,,,,,,,,,,
131,1/31/2020,21,4,13,16,,,,,,,,,,,,,,,,,,,,,,,
175,1/31/2020,24,4,14,12,,,,,,,,,,,,,,,,,,,,,,,
99,1/31/2020,25,4,20,25,,,,,,,,,,,,,,,,,,,,,,,
260,1/31/2020,27,4,4,1,,,,,,,,,,,,,,,,,,,,,,,
254,1/31/2020,29,4,14,19,,,,,,,,,,,,,,,,,,,,,,,
71,1/31/2020,24,4,8,15,,,,,,,,,,,,,,,,,,,,,,,
170,1/31/2020,27,4,7,3,,,,,,,,,,,,,,,,,,,,,,,
196,1/31/2020,25,4,6,3,,,,,,,,,,,,,,,,,,,,,,,
284,1/31/2020,23,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
211,1/31/2020,25,4,9,8,,,,,,,,,,,,,,,,,,,,,,,
225,1/31/2020,24,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
285,1/31/2020,24,4,17,22,,,,,,,,,,,,,,,,,,,,,,,
194,1/31/2020,26,4,7,4,,,,,,,,,,,,,,,,,,,,,,,
282,1/31/2020,22,4,4,2,,,,,,,,,,,,,,,,,,,,,,,
233,1/31/2020,26,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
131,2/1/2020,20,4,8,12,FABG,,,,,,,,,,,,,,,,,,,,,,
285,2/1/2020,22,4,7,9,ACDF,,,,,,,,,,,,,,,,,,,,,,
193,2/1/2020,25,4,3,0,CBGE,,,,,,,,,,,,,,,,,,,,,,
282,2/1/2020,21,4,12,12,DCAF,,,,,,,,,,,,,,,,,,,,,,
194,2/1/2020,24,4,18,25,CEBG,,,,,,,,,,,,,,,,,,,,,,
196,2/1/2020,24,4,3,0,BCEG,,,,,,,,,,,,,,,,,,,,,,
203,2/1/2020,27,4,5,3,BGAF,,,,,,,,,,,,,,,,,,,,,,
284,2/1/2020,21,4,6,5,DCAF,,,,,,,,,,,,,,,,,,,,,,
202,2/1/2020,27,4,5,3,AFGB,,,,,,,,,,,,,,,,,,,,,,
99,2/1/2020,23,4,6,3,BAFG,,,,,,,,,,,,,,,,,,,,,,
286,2/1/2020,22,4,4,1,AFCD,,,,,,,,,,,,,,,,,,,,,,
190,2/1/2020,24,4,3,1,GECB,,,,,,,,,,,,,,,,,,,,,,
210,2/1/2020,24,4,4,4,BFAG,,,,,,,,,,,,,,,,,,,,,,
71,2/1/2020,22,4,6,5,FABG,,,,,,,,,,,,,,,,,,,,,,
207,2/1/2020,24,4,4,2,EBCG,,,,,,,,,,,,,,,,,,,,,,
211,2/1/2020,24,4,6,3,GFBA,,,,,,,,,,,,,,,,,,,,,,
260,2/2/2020,27,4,11,11,FBHD,,,,,,,,,,,,,,,,,,,,,,
231,2/2/2020,22,4,5,5,EGCB,,,,,,,,,,,,,,,,,,,,,,
172,2/2/2020,24,4,7,8,BCEG,,,,,,,,,,,,,,,,,,,,,,
173,2/2/2020,22,2,8,11,CGoo,,,,,,,,,,,,,,,,,,,,,,
255,2/2/2020,27,4,3,0,BDFH,,,,,,,,,,,,,,,,,,,,,,
175,2/2/2020,23,4,21,38,BGEC,,,,,,,,,,,,,,,,,,,,,,
233,2/2/2020,26,4,5,3,AFGB,,,,,,,,,,,,,,,,,,,,,,
171,2/2/2020,26,4,5,4,AFBG,,,,,,,,,,,,,,,,,,,,,,
254,2/2/2020,28,4,6,3,BDFH,,,,,,,,,,,,,,,,,,,,,,
225,2/2/2020,23,4,3,0,ABFG,,,,,,,,,,,,,,,,,,,,,,
261,2/2/2020,27,4,9,10,BFDH,,,,,,,,,,,,,,,,,,,,,,
174,2/2/2020,22,4,1,0,EBGC,,,,,,,,,,,,,,,,,,,,,,
224,2/2/2020,25,4,2,0,BAGF,,,,,,,,,,,,,,,,,,,,,,
175,2/7/2020,24,4,5,2,CGEB,,,,,,,,,,,,,,,,,,,,,,
170,2/7/2020,24,4,10,11,AGFB,,,,,,,,,,,,,,,,,,,,,,
224,2/7/2020,23,4,3,0,BAGF,,,,,,,,,,,,,,,,,,,,,,
203,2/7/2020,25,4,6,4,GBFA,,,,,,,,,,,,,,,,,,,,,,
173,2/7/2020,20,4,3,0,CEGB,,,,,,,,,,,,,,,,,,,,,,
202,2/7/2020,26,4,2,0,AGFB,,,,,,,,,,,,,,,,,,,,,,
193,2/7/2020,25,4,3,0,ECBG,,,,,,,,,,,,,,,,,,,,,,
207,2/7/2020,26,4,4,0,BCEG,,,,,,,,,,,,,,,,,,,,,,
284,2/7/2020,21,4,3,0,ACDF,,,,,,,,,,,,,,,,,,,,,,
254,2/7/2020,23,4,6,4,DHFB,,,,,,,,,,,,,,,,,,,,,,
225,2/7/2020,22,4,4,0,BFGA,,,,,,,,,,,,,,,,,,,,,,
174,2/7/2020,23,4,9,8,CEGB,,,,,,,,,,,,,,,,,,,,,,
260,2/7/2020,23,4,6,6,BHDF,,,,,,,,,,,,,,,,,,,,,,
71,2/7/2020,24,4,7,6,AGBF,,,,,,,,,,,,,,,,,,,,,,
210,2/7/2020,24,4,6,6,FGAB,,,,,,,,,,,,,,,,,,,,,,
194,2/7/2020,24,4,3,1,CBEG,,,,,,,,,,,,,,,,,,,,,,
131,2/7/2020,21,4,4,2,BFAG,,,,,,,,,,,,,,,,,,,,,,
261,2/7/2020,24,4,17,17,HFBD,,,,,,,,,,,,,,,,,,,,,,
231,2/7/2020,20,4,3,0,GBCE,,,,,,,,,,,,,,,,,,,,,,
196,2/7/2020,24,4,5,1,BCEG,,,,,,,,,,,,,,,,,,,,,,
171,2/7/2020,25,4,2,0,AGFB,,,,,,,,,,,,,,,,,,,,,,
190,2/7/2020,24,4,3,1,BEGC,,,,,,,,,,,,,,,,,,,,,,
286,2/7/2020,23,4,7,9,CDAF,,,,,,,,,,,,,,,,,,,,,,
233,2/7/2020,23,4,6,5,BGFA,,,,,,,,,,,,,,,,,,,,,,
285,2/7/2020,21,4,2,3,ACDF,,,,,,,,,,,,,,,,,,,,,,
172,2/7/2020,21,4,6,7,EGBC,,,,,,,,,,,,,,,,,,,,,,
282,2/7/2020,21,4,4,0,CDFA,,,,,,,,,,,,,,,,,,,,,,
255,2/7/2020,23,4,2,0,DHFB,,,,,,,,,,,,,,,,,,,,,,
99,2/7/2020,23,4,2,0,FBAG,,,,,,,,,,,,,,,,,,,,,,
211,2/7/2020,24,4,6,5,FABG,,,,,,,,,,,,,,,,,,,,,,
259,2/8/2020,28,0,34,48,,,,,,,,,,,,,,,,,,,,,,,
178,2/8/2020,31,4,14,25,,,,,,,,,,,,,,,,,,,,,,,
184,2/8/2020,22,1,17,32,,,,,,,,,,,,,,,,,,,,,,,
181,2/8/2020,22,0,31,51,,,,,,,,,,,,,,,,,,,,,,,
182,2/8/2020,24,0,24,46,,,,,,,,,,,,,,,,,,,,,,,
236,2/8/2020,23,1,7,12,,,,,,,,,,,,,,,,,,,,,,,
99,2/8/2020,22,4,7,10,FBGA,,,,,,,,,,,,,,,,,,,,,,
202,2/8/2020,24,4,5,4,FBAG,,,,,,,,,,,,,,,,,,,,,,
193,2/8/2020,23,4,3,0,CBGE,,,,,,,,,,,,,,,,,,,,,,
177,2/8/2020,30,4,28,42,,,,,,,,,,,,,,,,,,,,,,,
207,2/8/2020,24,4,13,17,GBEC,,,,,,,,,,,,,,,,,,,,,,
211,2/8/2020,23,4,1,0,BFGA,,,,,,,,,,,,,,,,,,,,,,
210,2/8/2020,23,4,3,0,BAGF,,,,,,,,,,,,,,,,,,,,,,
264,2/8/2020,28,0,29,38,,,,,,,,,,,,,,,,,,,,,,,
194,2/8/2020,22,4,2,0,,,,,,,,,,,,,,,,,,,,,,,
196,2/8/2020,24,4,5,4,GBEC,,,,,,,,,,,,,,,,,,,,,,
228,2/8/2020,23,1,21,38,,,,,,,,,,,,,,,,,,,,,,,
230,2/8/2020,21,2,47,72,,,,,,,,,,,,,,,,,,,,,,,
131,2/8/2020,20,4,3,0,ABFG,,,,,,,,,,,,,,,,,,,,,,
282,2/8/2020,19,4,10,7,DAFC,,,,,,,,,,,,,,,,,,,,,,
286,2/8/2020,21,4,11,15,CAFD,,,,,,,,,,,,,,,,,,,,,,
284,2/8/2020,20,4,4,2,ACDF,,,,,,,,,,,,,,,,,,,,,,
203,2/8/2020,24,4,11,11,FAGB,,,,,,,,,,,,,,,,,,,,,,
285,2/8/2020,21,4,6,4,CADF,,,,,,,,,,,,,,,,,,,,,,
71,2/8/2020,23,4,4,0,BFGA,,,,,,,,,,,,,,,,,,,,,,
190,2/8/2020,23,4,1,0,BCEG,,,,,,,,,,,,,,,,,,,,,,
184,2/9/2020,22,3,13,14,,,,,,,,,,,,,,,,,,,,,,,
259,2/9/2020,28,1,16,21,,,,,,,,,,,,,,,,,,,,,,,
182,2/9/2020,23,3,37,77,,,,,,,,,,,,,,,,,,,,,,,
178,2/9/2020,32,0,15,21,,,,,,,,,,,,,,,,,,,,,,,
181,2/9/2020,26,1,21,28,,,,,,,,,,,,,,,,,,,,,,,
236,2/9/2020,25,1,15,32,,,,,,,,,,,,,,,,,,,,,,,
177,2/9/2020,30,0,17,26,,,,,,,,,,,,,,,,,,,,,,,
231,2/9/2020,20,4,4,2,BCEG,,,,,,,,,,,,,,,,,,,,,,
233,2/9/2020,20,4,5,3,AFBG,,,,,,,,,,,,,,,,,,,,,,
172,2/9/2020,21,4,1,0,BEGC,,,,,,,,,,,,,,,,,,,,,,
228,2/9/2020,26,4,14,26,HDFB,,,,,,,,,,,,,,,,,,,,,,
232,2/9/2020,23,4,9,15,HFBD,,,,,,,,,,,,,,,,,,,,,,
230,2/9/2020,23,3,38,68,HFBD,,,,,,,,,,,,,,,,,,,,,,
261,2/9/2020,23,4,3,1,BHFD,,,,,,,,,,,,,,,,,,,,,,
260,2/9/2020,24,4,1,0,HBDF,,,,,,,,,,,,,,,,,,,,,,
171,2/9/2020,21,4,8,6,BAGF,,,,,,,,,,,,,,,,,,,,,,
224,2/9/2020,20,4,4,0,BAGF,,,,,,,,,,,,,,,,,,,,,,
174,2/9/2020,22,4,1,0,GBEC,,,,,,,,,,,,,,,,,,,,,,
264,2/9/2020,24,1,17,22,,,,,,,,,,,,,,,,,,,,,,,
254,2/9/2020,24,4,4,1,BDFH,,,,,,,,,,,,,,,,,,,,,,
170,2/9/2020,20,4,3,1,FGAB,,,,,,,,,,,,,,,,,,,,,,
225,2/9/2020,19,4,3,0,ABFG,,,,,,,,,,,,,,,,,,,,,,
175,2/9/2020,23,4,1,0,CEBG,,,,,,,,,,,,,,,,,,,,,,
255,2/9/2020,24,4,4,2,DHBF,,,,,,,,,,,,,,,,,,,,,,
173,2/9/2020,20,4,7,3,GEBC,,,,,,,,,,,,,,,,,,,,,,
282,2/15/2020,20,4,4,1,ACDF,,,,,,,,,,,,,,,,,,,,,,
202,2/15/2020,24,4,3,0,BGAF,,,,,,,,,,,,,,,,,,,,,,
181,2/15/2020,22,4,10,10,DFHB,,,,,,,,,,,,,,,,,,,,,,
285,2/15/2020,21,4,1,1,DCAF,,,,,,,,,,,,,,,,,,,,,,
71,2/15/2020,21,4,5,3,BAFG,,,,,,,,,,,,,,,,,,,,,,
232,2/15/2020,17,4,2,2,BDFH,,,,,,,,,,,,,,,,,,,,,,
99,2/15/2020,21,4,2,0,FGAB,,,,,,,,,,,,,,,,,,,,,,
230,2/15/2020,21,4,7,7,DFHB,,,,,,,,,,,,,,,,,,,,,,
210,2/15/2020,20,4,3,0,GFBA,,,,,,,,,,,,,,,,,,,,,,
193,2/15/2020,23,4,4,0,GECB,,,,,,,,,,,,,,,,,,,,,,
211,2/15/2020,21,4,4,2,AGFB,,,,,,,,,,,,,,,,,,,,,,
264,2/15/2020,21,4,7,7,DFHB,,,,,,,,,,,,,,,,,,,,,,
194,2/15/2020,21,4,2,0,BCEG,,,,,,,,,,,,,,,,,,,,,,
207,2/15/2020,23,4,5,1,BCEG,,,,,,,,,,,,,,,,,,,,,,
203,2/15/2020,24,4,4,3,BGAF,,,,,,,,,,,,,,,,,,,,,,
184,2/15/2020,19,4,9,12,ADFC,,,,,,,,,,,,,,,,,,,,,,
131,2/15/2020,18,4,7,5,AFBG,,,,,,,,,,,,,,,,,,,,,,
259,2/15/2020,21,4,8,7,BGAF,,,,,,,,,,,,,,,,,,,,,,
178,2/15/2020,26,4,9,12,CAFD,,,,,,,,,,,,,,,,,,,,,,
228,2/15/2020,24,4,19,26,FHBD,,,,,,,,,,,,,,,,,,,,,,
177,2/15/2020,26,4,2,2,DAFC,,,,,,,,,,,,,,,,,,,,,,
190,2/15/2020,19,4,2,1,CEGB,,,,,,,,,,,,,,,,,,,,,,
182,2/15/2020,19,4,2,2,FHDB,,,,,,,,,,,,,,,,,,,,,,
286,2/15/2020,20,4,8,7,ADCF,,,,,,,,,,,,,,,,,,,,,,
196,2/15/2020,21,4,5,2,BCEG,,,,,,,,,,,,,,,,,,,,,,
174,2/16/2020,21,4,13,17,BGEC,,,,,,,,,,,,,,,,,,,,,,
228,2/16/2020,22,4,3,5,DBHF,,,,,,,,,,,,,,,,,,,,,,
255,2/16/2020,21,4,6,3,DFHB,,,,,,,,,,,,,,,,,,,,,,
230,2/16/2020,21,4,3,5,BFDH,,,,,,,,,,,,,,,,,,,,,,
182,2/16/2020,20,4,10,8,BDHF,,,,,,,,,,,,,,,,,,,,,,
